customer_id,customer_name,gender,age,home_address,zip_code,city,state,country,order_id,payment,order_date,delivery_date,days_to_deliver,time_to_deliver,month,year,week,weekD,active
155,Myrle Kelby,Male,80,85 Charles MallSuite 424,7841,Port Sophia,New South Wales,Australia,430.0,49272.0,2021-02-08,2021-03-01,21.0,504.0,2.0,2021.0,6,Mon,Yes
156,Cosmo Leys,Female,24,012 Eli RidgeSuite 727,7891,Kaiberg,Western Australia,Australia,302.0,32298.0,2021-06-19,2021-07-07,18.0,432.0,6.0,2021.0,24,Sat,Yes
157,Miguelita Rasp,Female,70,134 Madeline KnollSuite 253,4103,Siennaside,Queensland,Australia,,,,,,,,,,,No
158,Ann-marie Sinden,Genderqueer,33,017 Doherty DriveSuite 350,58,Johnschester,New South Wales,Australia,61.0,42290.0,2021-04-16,2021-04-28,12.0,288.00000000000006,4.0,2021.0,15,Fri,Yes
159,Marga Longhurst,Bigender,73,497 Gibson TerraceApt. 184,482,Bellaburgh,South Australia,Australia,,,,,,,,,,,No
160,Christi Reston,Male,26,70 Phoenix DriveApt. 109,3950,Hicklebury,New South Wales,Australia,114.0,49686.0,2021-08-08,2021-09-02,25.0,600.0,8.0,2021.0,31,Sun,Yes
161,Katalin Tellesson,Agender,29,286 Chase IslandSuite 443,365,Port Jade,Western Australia,Australia,179.0,52081.0,2021-06-10,2021-06-27,17.0,408.0,6.0,2021.0,23,Thu,Yes
162,Ignacius Gardiner,Polygender,33,914 Nathan CircuitSuite 102,1797,Schroedermouth,South Australia,Australia,,,,,,,,,,,No
163,Harrietta Burchatt,Genderfluid,20,8125 Durgan BoulevardSuite 068,9458,Port Elliechester,Australian Capital Territory,Australia,57.0,41495.0,2021-02-27,2021-03-13,14.0,336.0,2.0,2021.0,8,Sat,Yes
164,Lyda Schneidau,Non-binary,54,8212 Anderson View RdSuite 748,8504,Quinnborough,Western Australia,Australia,,,,,,,,,,,No
165,Beau Schwandermann,Male,21,60 Isabella ManorApt. 196,7259,Port Angus,Victoria,Australia,,,,,,,,,,,No
166,Stesha Lusted,Agender,67,011 Braun RunApt. 234,8983,West Skyeview,Queensland,Australia,,,,,,,,,,,No
167,Alayne Ipplett,Agender,34,1952 Collins StreetSuite 930,6902,Ellieshire,Australian Capital Territory,Australia,64.0,23668.0,2021-01-24,2021-02-15,22.0,528.0000000000001,1.0,2021.0,3,Sun,Yes
168,Gwenore Samudio,Non-binary,27,2781 Berge MallSuite 452,1975,North Leoburgh,Western Australia,Australia,,,,,,,,,,,No
169,Wald Kaine,Female,72,5135 Leah RoadSuite 306,7210,South Georgia,Western Australia,Australia,767.0,51648.0,2021-04-28,2021-04-30,2.0,48.0,4.0,2021.0,17,Wed,Yes
170,Melania Murton,Genderfluid,57,56 Patel Estate DrSuite 629,7133,Dietrichtown,Victoria,Australia,,,,,,,,,,,No
171,Mariellen Medendorp,Agender,80,16 Boyer WaySuite 018,6226,South Gabriel,Western Australia,Australia,580.0,26947.0,2021-04-30,2021-05-09,9.0,216.0,4.0,2021.0,17,Fri,Yes
172,Gennifer Sharpus,Male,73,81 Kai TerraceApt. 704,5996,East Scarlett,Northern Territory,Australia,,,,,,,,,,,No
173,Mychal Mynett,Non-binary,78,5133 Mann MallApt. 757,5630,Port Maxville,South Australia,Australia,,,,,,,,,,,No
174,Iona Middlewick,Male,68,827 Berge PlaceSuite 589,7668,New Jonathanchester,Western Australia,Australia,,,,,,,,,,,No
175,Patrica Penny,Non-binary,80,57 David MallSuite 596,3129,Haneton,South Australia,Australia,,,,,,,,,,,No
176,Curtis McCarroll,Male,45,4036 Thompson StreetApt. 565,2548,Lake Johnchester,New South Wales,Australia,665.0,16606.0,2021-03-10,2021-03-26,16.0,384.0,3.0,2021.0,10,Wed,Yes
177,Wake Guard,Genderfluid,25,230 Savannah RunApt. 982,3673,Conroybury,Victoria,Australia,,,,,,,,,,,No
178,Gunner Murdie,Agender,51,7504 Phoebe RoadApt. 552,6282,Lewiston,Australian Capital Territory,Australia,740.0,58226.0,2021-02-05,2021-02-10,5.0,120.0,2.0,2021.0,5,Fri,Yes
179,Leeann Gowdie,Agender,52,8183 Alexis JunctionApt. 634,3399,Callumborough,Queensland,Australia,253.0,38502.0,2021-09-10,2021-10-02,22.0,528.0000000000001,9.0,2021.0,36,Fri,Yes
180,Nelli Engall,Genderfluid,21,58 Jett RoadApt. 448,932,Chasemouth,Western Australia,Australia,22.0,36088.0,2021-05-28,2021-06-09,12.0,288.00000000000006,5.0,2021.0,21,Fri,Yes
181,Puff Newbury,Polygender,27,35 Fahey CircuitSuite 014,1017,Port Joshuaside,Northern Territory,Australia,84.0,43438.0,2021-08-26,2021-09-20,25.0,600.0,8.0,2021.0,34,Thu,Yes
182,Ricardo James,Male,80,32 Thomas CrestSuite 753,2147,Archiefurt,Queensland,Australia,,,,,,,,,,,No
183,Martin O'Mailey,Female,44,639 Griffiths ParkwayApt. 162,9583,New Angelina,Queensland,Australia,633.0,30197.0,2021-07-02,2021-07-13,11.0,264.00000000000006,7.0,2021.0,26,Fri,Yes
184,Holden Whybrow,Bigender,43,2465 Hugo RoadApt. 066,8107,West Joelfurt,Queensland,Australia,,,,,,,,,,,No
185,Darrelle Padson,Polygender,67,22 Aaron LoopApt. 324,4337,Violetborough,Victoria,Australia,448.0,16486.0,2021-08-20,2021-08-31,11.0,264.00000000000006,8.0,2021.0,33,Fri,Yes
186,Neill Steptoe,Non-binary,63,46 Alex MewsApt. 096,5963,Port Mia,Western Australia,Australia,,,,,,,,,,,No
187,Trenton Lydiard,Genderfluid,70,30 Williamson SummitApt. 594,1007,West Isabelton,Queensland,Australia,790.0,46050.0,2021-05-16,2021-05-27,11.0,264.00000000000006,5.0,2021.0,19,Sun,Yes
188,Poul Rossi,Agender,23,2025 Stewart MewsApt. 137,5769,Nataliemouth,Victoria,Australia,,,,,,,,,,,No
189,Deedee Pashe,Bigender,28,96 Bartoletti StreetApt. 671,3678,Lake Abigailhaven,Western Australia,Australia,265.0,40896.0,2021-07-04,2021-07-29,25.0,600.0,7.0,2021.0,26,Sun,Yes
190,Jewel Dericut,Agender,58,63 Rohan PlazaApt. 943,5518,Lake Charlottefort,Australian Capital Territory,Australia,,,,,,,,,,,No
191,Isis Doel,Agender,76,540 Schmitt ParkwaySuite 102,5036,Grimesstad,Northern Territory,Australia,245.0,49443.0,2021-05-06,2021-05-10,4.0,96.0,5.0,2021.0,18,Thu,Yes
192,Tommy Ebunoluwa,Female,63,56 Wolf TerraceSuite 373,4239,East Mason,Tasmania,Australia,504.0,57782.0,2021-01-13,2021-02-08,26.0,624.0,1.0,2021.0,2,Wed,Yes
193,Harland Hawkeridge,Polygender,77,09 Patel MallApt. 231,8063,New Samuel,Western Australia,Australia,,,,,,,,,,,No
194,Brennen Breward,Male,61,39 Amelia Estate DrApt. 608,6849,Fayhaven,New South Wales,Australia,,,,,,,,,,,No
195,Tobye De Caville,Genderfluid,72,987 Charlotte MewsApt. 591,6036,West Baileyville,New South Wales,Australia,54.0,13681.0,2021-04-25,2021-05-17,22.0,528.0000000000001,4.0,2021.0,16,Sun,Yes
196,Erroll Michelle,Genderqueer,25,694 Isabella WaySuite 054,4911,New Ava,South Australia,Australia,518.0,28347.0,2021-06-03,2021-06-18,15.0,360.0,6.0,2021.0,22,Thu,Yes
197,Dorris Simonsson,Non-binary,67,53 Finn PlaceApt. 635,3255,Jessebury,Western Australia,Australia,,,,,,,,,,,No
198,Yevette Weekes,Genderqueer,66,6369 Patrick HillApt. 508,386,Gardenchester,Victoria,Australia,761.0,52629.0,2021-10-03,2021-10-25,22.0,528.0000000000001,10.0,2021.0,39,Sun,Yes
199,Clayson Mealing,Genderqueer,65,94 Hannah LoopSuite 177,6219,Lake Declanland,South Australia,Australia,326.0,15380.0,2021-06-22,2021-07-01,9.0,216.0,6.0,2021.0,25,Tue,Yes
200,Melba Badam,Genderqueer,68,3468 Christiansen MeadowSuite 298,4072,Evamouth,Australian Capital Territory,Australia,,,,,,,,,,,No
201,Loni Tort,Polygender,58,76 Zac KnollSuite 031,4396,Joelmouth,Australian Capital Territory,Australia,288.0,36160.0,2021-10-13,2021-10-16,3.0,72.00000000000001,10.0,2021.0,41,Wed,Yes
202,Jewel Roakes,Female,67,72 Lincoln SummitSuite 640,6557,Abbeyshire,Queensland,Australia,,,,,,,,,,,No
203,Angil Crunden,Non-binary,30,765 Christiansen ParkwaySuite 557,8856,Lake Elijah,Australian Capital Territory,Australia,537.0,10838.0,2021-02-14,2021-03-13,27.0,648.0,2.0,2021.0,6,Sun,Yes
204,Bird McGarvie,Female,60,889 Hermann Station StApt. 026,5120,East Jakeberg,New South Wales,Australia,13.0,57810.0,2021-10-15,2021-10-31,16.0,384.0,10.0,2021.0,41,Fri,Yes
205,Elicia Flaunders,Genderfluid,23,63 Lilly JunctionApt. 010,2345,Jademouth,South Australia,Australia,,,,,,,,,,,No
206,Crin Johnikin,Polygender,66,09 Kiehn View RdApt. 209,2155,South Clairetown,Queensland,Australia,28.0,29968.0,2021-08-19,2021-09-04,16.0,384.0,8.0,2021.0,33,Thu,Yes
207,Brade Caught,Genderqueer,56,38 Baumbach Estate DrApt. 545,7847,Elijahburgh,Queensland,Australia,296.0,47076.0,2021-10-22,2021-10-25,3.0,72.00000000000001,10.0,2021.0,42,Fri,Yes
208,Shaylyn Musla,Bigender,71,814 Jayden MewsSuite 958,994,Josephland,South Australia,Australia,159.0,12449.0,2021-09-05,2021-09-13,8.0,192.0,9.0,2021.0,35,Sun,Yes
209,Lauryn Deport,Female,29,47 Green ParkwayApt. 868,8313,Bayermouth,South Australia,Australia,103.0,49852.0,2021-06-16,2021-06-24,8.0,192.0,6.0,2021.0,24,Wed,Yes
210,Arden Lasselle,Polygender,79,476 Mueller CrestSuite 674,5663,West Claudiaburgh,New South Wales,Australia,,,,,,,,,,,No
211,Rowena Doe,Non-binary,52,9388 Bauch TrailSuite 439,4473,Codyfort,New South Wales,Australia,739.0,32122.0,2021-09-14,2021-09-23,9.0,216.0,9.0,2021.0,37,Tue,Yes
212,Evelyn Chevolleau,Polygender,79,385 Jayden View RdApt. 459,4481,Port Logan,Western Australia,Australia,414.0,57052.0,2021-01-02,2021-01-03,1.0,24.0,1.0,2021.0,0,Sat,Yes
213,Karl Ramsell,Polygender,25,6851 Emard KnollSuite 265,5931,Lake Phoenix,Western Australia,Australia,,,,,,,,,,,No
214,Whitaker Pashen,Female,55,62 Mcdermott HillSuite 903,9750,Justinport,Queensland,Australia,731.0,44433.0,2021-06-21,2021-07-02,11.0,264.00000000000006,6.0,2021.0,25,Mon,Yes
215,Alida Spitaro,Non-binary,57,46 Xavier WayApt. 621,3483,Dareberg,New South Wales,Australia,,,,,,,,,,,No
216,Pattin Carley,Genderqueer,50,038 Haley MewsApt. 810,3991,Bayertown,Northern Territory,Australia,,,,,,,,,,,No
217,Silvan Norcross,Bigender,29,476 Ferry IslandSuite 062,742,South Georgia,Australian Capital Territory,Australia,,,,,,,,,,,No
218,Worthington Knapton,Non-binary,78,88 Walsh WaySuite 074,7479,Lake Lucas,Queensland,Australia,576.0,12261.0,2021-04-26,2021-05-05,9.0,216.0,4.0,2021.0,17,Mon,Yes
219,Jerald MacMeeking,Male,44,5040 Isabel TerraceSuite 158,8174,Connellyport,Tasmania,Australia,808.0,50929.0,2021-10-13,2021-10-30,17.0,408.0,10.0,2021.0,41,Wed,Yes
220,Francisca Accum,Bigender,79,566 Kiara RunApt. 417,1993,West Zacharybury,Western Australia,Australia,,,,,,,,,,,No
221,Araldo Washtell,Polygender,43,9173 Maya SummitApt. 856,4519,East Gabriel,Australian Capital Territory,Australia,974.0,17928.0,2021-01-22,2021-02-18,27.0,648.0,1.0,2021.0,3,Fri,Yes
222,Ewen Bate,Male,40,45 Ethan LoopApt. 390,2967,Casperland,Tasmania,Australia,,,,,,,,,,,No
223,Saxe Stormonth,Non-binary,51,028 Elijah TrailApt. 268,573,Lake Owen,South Australia,Australia,512.0,21235.0,2021-10-13,2021-11-05,23.0,552.0000000000001,10.0,2021.0,41,Wed,Yes
224,Shelbi Impson,Genderfluid,78,20 Xavier RidgeApt. 805,7744,Hansenberg,New South Wales,Australia,172.0,47514.0,2021-01-05,2021-01-27,22.0,528.0000000000001,1.0,2021.0,1,Tue,Yes
225,Monty Gowen,Genderfluid,75,651 Garden CourtApt. 769,4755,Muellerfurt,Queensland,Australia,619.0,58688.0,2021-02-25,2021-03-04,7.0,168.0,2.0,2021.0,8,Thu,Yes
226,Neilla Moring,Non-binary,73,223 Jerde BoulevardSuite 636,828,Leeborough,Tasmania,Australia,,,,,,,,,,,No
227,Isaak Ferrarone,Non-binary,26,074 Hackett ParadeApt. 191,3857,South Holly,Tasmania,Australia,481.0,17525.0,2021-08-20,2021-09-12,23.0,552.0000000000001,8.0,2021.0,33,Fri,Yes
228,Zaria Garken,Female,40,53 Jake CourtSuite 337,5447,Towneport,Northern Territory,Australia,236.0,49109.0,2021-07-15,2021-08-08,24.0,576.0000000000001,7.0,2021.0,28,Thu,Yes
229,Codie Escalero,Female,20,434 Gibson MewsSuite 619,1344,West Abbeyland,Australian Capital Territory,Australia,,,,,,,,,,,No
230,Bourke Pembery,Bigender,21,599 Campbell CrestApt. 125,7779,Wildermanside,Tasmania,Australia,696.0,50224.0,2021-09-01,2021-09-27,26.0,624.0,9.0,2021.0,35,Wed,Yes
231,Keeley Nassie,Genderqueer,33,09 Smyth BoulevardSuite 155,266,Turnerborough,Northern Territory,Australia,,,,,,,,,,,No
232,Kaitlyn Pinare,Male,24,8982 O'reilly PlazaSuite 007,5019,Lake Matilda,Northern Territory,Australia,973.0,49214.0,2021-09-04,2021-09-24,20.0,480.0,9.0,2021.0,35,Sat,Yes
233,Beverlie Blance,Agender,33,1604 Olivia CrestApt. 164,8968,Casperfurt,South Australia,Australia,625.0,54080.0,2021-07-17,2021-07-28,11.0,264.00000000000006,7.0,2021.0,28,Sat,Yes
234,Duncan Walliker,Genderfluid,37,861 Thomas LoopApt. 385,7368,West Zoe,Victoria,Australia,217.0,47120.0,2021-07-18,2021-07-31,13.0,312.0,7.0,2021.0,28,Sun,Yes
235,Beck Oldham,Non-binary,32,7836 Kessler CrescentSuite 055,7158,Miafurt,Tasmania,Australia,,,,,,,,,,,No
236,Anders Couvert,Non-binary,80,64 Phillips RunApt. 722,2752,East Sienna,New South Wales,Australia,79.0,54340.0,2021-03-16,2021-03-25,9.0,216.0,3.0,2021.0,11,Tue,Yes
237,Cassaundra Sliman,Agender,71,3679 Kiehn ParkwaySuite 444,6639,Lake Mollyburgh,New South Wales,Australia,142.0,53165.0,2021-06-15,2021-07-12,27.0,648.0,6.0,2021.0,24,Tue,Yes
238,Hilda Peter,Non-binary,30,4435 O'hara TerraceSuite 232,5289,New Sophie,Tasmania,Australia,468.0,56092.0,2021-04-15,2021-04-17,2.0,48.0,4.0,2021.0,15,Thu,Yes
239,Daria Embleton,Genderfluid,63,39 Wilkinson CrestApt. 257,1644,North Sophie,Australian Capital Territory,Australia,315.0,18075.0,2021-04-05,2021-04-25,20.0,480.0,4.0,2021.0,14,Mon,Yes
240,Brian Finnes,Genderqueer,25,069 Claire GroveSuite 234,7740,New Codyville,Victoria,Australia,184.0,48997.0,2021-09-15,2021-09-29,14.0,336.0,9.0,2021.0,37,Wed,Yes
241,Valentine Marley,Bigender,61,31 Aaron WayApt. 752,2728,New Ava,Queensland,Australia,181.0,23142.0,2021-01-29,2021-02-13,15.0,360.0,1.0,2021.0,4,Fri,Yes
242,Aimee Giorgio,Genderqueer,28,489 Harrison Station StSuite 861,4787,Lukebury,Queensland,Australia,,,,,,,,,,,No
243,Jo ann Snoden,Female,20,7638 Kiehn StreetApt. 781,7136,Port Owen,New South Wales,Australia,,,,,,,,,,,No
244,Faunie Cooney,Male,38,36 Christian PlaceApt. 409,6354,Port Chelseaport,Victoria,Australia,461.0,53553.0,2021-02-14,2021-02-19,5.0,120.0,2.0,2021.0,6,Sun,Yes
245,Elva Root,Bigender,36,733 Cole CrescentSuite 465,3849,South Abbeyshire,Victoria,Australia,,,,,,,,,,,No
246,Lucias Forsythe,Bigender,40,122 Riley TrailSuite 946,8484,West Kiara,Tasmania,Australia,328.0,26653.0,2021-04-14,2021-05-08,24.0,576.0000000000001,4.0,2021.0,15,Wed,Yes
247,Atlante McGrotty,Female,57,2352 Luca JunctionApt. 067,5680,Mayerland,Victoria,Australia,669.0,17921.0,2021-06-18,2021-07-02,14.0,336.0,6.0,2021.0,24,Fri,Yes
248,Danica Brunker,Polygender,38,00 Fadel CircuitApt. 573,4463,D'amorefort,Northern Territory,Australia,,,,,,,,,,,No
249,Torie Minihan,Agender,59,4597 Hill ManorSuite 864,842,New Annabelle,Victoria,Australia,,,,,,,,,,,No
250,Lavina Dartnell,Polygender,23,0380 Bartell StreetSuite 585,9549,Boyleberg,Queensland,Australia,261.0,55396.0,2021-02-06,2021-03-01,23.0,552.0000000000001,2.0,2021.0,5,Sat,Yes
251,Jeanne Pringer,Female,78,786 Mackenzie StreetApt. 660,8520,Wilsonside,Australian Capital Territory,Australia,85.0,43533.0,2021-03-10,2021-03-22,12.0,288.00000000000006,3.0,2021.0,10,Wed,Yes
252,Franciska Yosevitz,Polygender,44,03 Evans RoadApt. 343,9494,Rileyview,Western Australia,Australia,,,,,,,,,,,No
253,Stewart Heggman,Bigender,48,1549 Rees Station StSuite 745,3190,Eviestad,Northern Territory,Australia,,,,,,,,,,,No
254,Scot Billany,Male,44,4966 Lilly Estate DrApt. 570,8170,Beiermouth,Queensland,Australia,751.0,47650.0,2021-06-20,2021-07-06,16.0,384.0,6.0,2021.0,24,Sun,Yes
255,Justis Butter,Polygender,29,4958 Harry TrackApt. 721,4733,Port Johnland,Western Australia,Australia,,,,,,,,,,,No
256,Dulcia Gawthorpe,Bigender,46,7204 Toby SummitApt. 845,9007,North Lillian,Australian Capital Territory,Australia,232.0,44567.0,2021-05-02,2021-05-16,14.0,336.0,5.0,2021.0,17,Sun,Yes
257,Trista Aspray,Genderfluid,61,9347 Morrison RoadSuite 865,1166,Johnstonshire,Australian Capital Territory,Australia,98.0,44700.0,2021-04-29,2021-05-08,9.0,216.0,4.0,2021.0,17,Thu,Yes
258,Mira Heinonen,Female,62,2719 Dietrich KnollApt. 175,1252,South Declan,Queensland,Australia,381.0,36550.0,2021-04-11,2021-05-03,22.0,528.0000000000001,4.0,2021.0,14,Sun,Yes
259,Bartlet Whiffin,Bigender,78,205 Bailey IslandSuite 339,752,Kingmouth,New South Wales,Australia,,,,,,,,,,,No
260,Whitney Scarman,Female,27,01 D'amore ManorSuite 692,3012,Trompview,Tasmania,Australia,30.0,59350.0,2021-07-07,2021-07-26,19.0,456.0,7.0,2021.0,27,Wed,Yes
261,Bernita Orae,Bigender,61,318 Amber TrackSuite 271,7322,Schmittview,Queensland,Australia,,,,,,,,,,,No
262,Dasi Kovelmann,Genderfluid,34,8303 Imogen SquareApt. 902,1633,Jakeland,Northern Territory,Australia,,,,,,,,,,,No
263,Ringo Sollars,Genderfluid,22,75 Kovacek KnollSuite 417,4122,West Cameron,Western Australia,Australia,243.0,31631.0,2021-07-06,2021-07-11,5.0,120.0,7.0,2021.0,27,Tue,Yes
264,Vite Durrant,Male,40,31 King LoopSuite 647,7266,Port Michael,Queensland,Australia,552.0,14653.0,2021-01-10,2021-01-17,7.0,168.0,1.0,2021.0,1,Sun,Yes
265,Ianthe Magowan,Male,52,35 Baumbach HillApt. 244,5072,Lake Laurenview,Tasmania,Australia,776.0,44395.0,2021-09-02,2021-09-27,25.0,600.0,9.0,2021.0,35,Thu,Yes
266,Sheff Ruoss,Non-binary,55,269 Cartwright ParadeSuite 150,7685,Laylabury,New South Wales,Australia,313.0,24507.0,2021-06-02,2021-06-11,9.0,216.0,6.0,2021.0,22,Wed,Yes
267,Lionel Mansel,Bigender,45,03 Spencer MewsSuite 726,938,Lukefurt,Western Australia,Australia,205.0,23779.0,2021-02-03,2021-02-04,1.0,24.0,2.0,2021.0,5,Wed,Yes
268,Muire Ashtonhurst,Male,47,25 Mikayla MewsApt. 558,3668,West Michael,South Australia,Australia,993.0,33479.0,2021-03-29,2021-04-11,13.0,312.0,3.0,2021.0,13,Mon,Yes
269,Rutger Hugonnet,Bigender,20,13 Hammes CircuitApt. 503,2332,New Jadehaven,New South Wales,Australia,437.0,42857.0,2021-08-25,2021-09-05,11.0,264.00000000000006,8.0,2021.0,34,Wed,Yes
270,Brion Grinaugh,Bigender,47,473 Abbey PlazaSuite 913,7214,South Alyssa,Australian Capital Territory,Australia,,,,,,,,,,,No
271,Harri Lotherington,Genderqueer,30,9993 Wood RidgeApt. 503,3042,New Emily,Northern Territory,Australia,,,,,,,,,,,No
272,Kendre Etherton,Genderqueer,22,3627 Chloe Estate DrSuite 963,4499,New Angelinaberg,Victoria,Australia,925.0,47553.0,2021-07-16,2021-08-12,27.0,648.0,7.0,2021.0,28,Fri,Yes
273,Dag Schiefersten,Bigender,46,199 Amber MallSuite 954,1660,Noahmouth,Northern Territory,Australia,92.0,37239.0,2021-01-12,2021-01-30,18.0,432.0,1.0,2021.0,2,Tue,Yes
274,Crysta Attride,Polygender,60,98 Paterson CrescentApt. 427,9611,North Lukechester,New South Wales,Australia,,,,,,,,,,,No
275,Marthena Oxbury,Female,62,47 Barrows IslandSuite 464,1809,North Alana,Queensland,Australia,,,,,,,,,,,No
276,Silas Chaman,Genderfluid,56,410 Ryan CrescentApt. 461,9665,Gardenport,Victoria,Australia,683.0,59748.0,2021-01-01,2021-01-05,4.0,96.0,1.0,2021.0,0,Fri,Yes
277,Kary Melding,Non-binary,62,00 Natalie SquareSuite 603,134,East Isabella,New South Wales,Australia,,,,,,,,,,,No
278,Michele Osmant,Non-binary,73,370 Koch SummitApt. 142,8967,North Josephmouth,Queensland,Australia,897.0,46681.0,2021-08-26,2021-09-17,22.0,528.0000000000001,8.0,2021.0,34,Thu,Yes
279,Hamilton Buck,Bigender,48,179 Richards LoopApt. 131,5536,New Finnmouth,Northern Territory,Australia,,,,,,,,,,,No
280,Skyler Streeton,Non-binary,50,66 Ashton DriveApt. 404,4750,Nathanton,New South Wales,Australia,,,,,,,,,,,No
281,Karla Teresia,Genderfluid,24,95 Oliver SquareApt. 137,7637,Evafort,Queensland,Australia,,,,,,,,,,,No
282,Wren Helgass,Female,59,2634 Ward CrescentSuite 361,4527,Port Hannahburgh,Australian Capital Territory,Australia,427.0,20082.0,2021-01-27,2021-02-10,14.0,336.0,1.0,2021.0,4,Wed,Yes
283,Jaymee Dalrymple,Male,23,812 Corwin Estate DrSuite 687,1336,New George,New South Wales,Australia,446.0,19398.0,2021-03-26,2021-03-30,4.0,96.0,3.0,2021.0,12,Fri,Yes
284,Rourke Binstead,Non-binary,65,92 Nolan MeadowApt. 492,3149,East Abigail,Northern Territory,Australia,,,,,,,,,,,No
285,Ricky Steels,Male,56,248 Fisher Station StApt. 066,1317,O'connerburgh,Western Australia,Australia,,,,,,,,,,,No
286,Gert Brackstone,Polygender,34,89 Schmitt PlazaSuite 421,5790,Charlotteville,Queensland,Australia,439.0,15329.0,2021-08-24,2021-09-06,13.0,312.0,8.0,2021.0,34,Tue,Yes
287,Teodor Van der Velde,Male,66,113 Doyle CrescentSuite 825,6793,South William,Queensland,Australia,,,,,,,,,,,No
288,Matilde Yanuk,Male,24,17 Jade AvenueApt. 646,3055,Reillyfurt,Victoria,Australia,214.0,25179.0,2021-06-20,2021-07-09,19.0,456.0,6.0,2021.0,24,Sun,Yes
289,Rafferty Fronek,Genderqueer,43,068 Logan CourtSuite 319,612,East Kaylabury,Australian Capital Territory,Australia,856.0,35823.0,2021-01-13,2021-01-22,9.0,216.0,1.0,2021.0,2,Wed,Yes
290,Alia Rapinett,Male,67,7299 Madeline MeadowApt. 450,3146,West Siennaland,Tasmania,Australia,583.0,54787.0,2021-04-07,2021-04-10,3.0,72.00000000000001,4.0,2021.0,14,Wed,Yes
291,Brodie Hedin,Genderqueer,43,6428 Boyle MallApt. 711,2048,South Hannah,Tasmania,Australia,99.0,26787.0,2021-09-13,2021-09-25,12.0,288.00000000000006,9.0,2021.0,37,Mon,Yes
292,Aldin Moline,Male,25,7210 Farrell HillApt. 735,6426,West Aidenview,Victoria,Australia,209.0,36341.0,2021-05-08,2021-05-20,12.0,288.00000000000006,5.0,2021.0,18,Sat,Yes
293,Kat Champness,Male,36,9227 Evans PlazaApt. 709,1391,Langworthfort,Tasmania,Australia,,,,,,,,,,,No
294,Flss Jillins,Agender,30,513 Luke CourtSuite 773,6799,Johntown,South Australia,Australia,,,,,,,,,,,No
295,Parker Guiraud,Polygender,49,9670 Henry TrailApt. 656,3485,Ashtonview,New South Wales,Australia,,,,,,,,,,,No
296,Isis Stonard,Non-binary,50,831 Barton MallSuite 382,7499,Port William,Victoria,Australia,,,,,,,,,,,No
297,Anneliese Pardew,Genderqueer,22,06 Koss HillSuite 888,5754,Owentown,Australian Capital Territory,Australia,,,,,,,,,,,No
298,Roobbie Persich,Female,29,42 Mackenzie CourtApt. 934,6386,Sanfordberg,Queensland,Australia,137.0,58875.0,2021-10-18,2021-10-20,2.0,48.0,10.0,2021.0,42,Mon,Yes
299,Anny Midden,Non-binary,32,810 Jasper CircleSuite 777,89,Lake Amelia,Victoria,Australia,18.0,22902.0,2021-01-01,2021-01-03,2.0,48.0,1.0,2021.0,0,Fri,Yes
300,Darren Karpenko,Female,24,73 Amelie LoopApt. 987,1403,Hermistonside,Western Australia,Australia,674.0,51598.0,2021-01-29,2021-02-05,7.0,168.0,1.0,2021.0,4,Fri,Yes
301,Elga Corgenvin,Non-binary,47,0462 Fisher TrackSuite 627,9359,New Sienna,South Australia,Australia,60.0,31491.0,2021-02-05,2021-02-28,23.0,552.0000000000001,2.0,2021.0,5,Fri,Yes
302,Warden Windram,Bigender,38,813 Bailey DriveApt. 157,6560,New Thomas,New South Wales,Australia,,,,,,,,,,,No
303,De Lourens,Genderqueer,75,334 Olivia MeadowSuite 855,8400,North Paige,New South Wales,Australia,283.0,14784.0,2021-09-04,2021-09-15,11.0,264.00000000000006,9.0,2021.0,35,Sat,Yes
304,Luke Salliere,Bigender,79,5306 Hickle MewsApt. 405,7906,Feeneymouth,Queensland,Australia,,,,,,,,,,,No
305,Meryl Kender,Genderqueer,25,0052 Benjamin MewsApt. 635,7024,Lake Aidan,Australian Capital Territory,Australia,901.0,46735.0,2021-05-05,2021-05-06,1.0,24.0,5.0,2021.0,18,Wed,Yes
306,Silas Stephens,Polygender,68,344 Addison PlazaApt. 998,8581,West Audreyhaven,Queensland,Australia,839.0,42095.0,2021-09-16,2021-09-27,11.0,264.00000000000006,9.0,2021.0,37,Thu,Yes
307,Matthew Schneidau,Female,50,227 Donnelly TerraceSuite 915,4618,Lake Jackmouth,Victoria,Australia,,,,,,,,,,,No
308,Zeb Shipton,Genderfluid,70,970 Khan RidgeApt. 056,4335,West Madison,Northern Territory,Australia,599.0,47972.0,2021-09-23,2021-10-17,24.0,576.0000000000001,9.0,2021.0,38,Thu,Yes
309,Ulla Crombie,Genderqueer,29,5302 Ava TerraceApt. 295,7246,Lake Edward,Queensland,Australia,175.0,57197.0,2021-03-22,2021-04-16,25.0,600.0,3.0,2021.0,12,Mon,Yes
310,Sharyl Royl,Polygender,61,29 Caitlin CrestSuite 875,7862,Fadelburgh,New South Wales,Australia,702.0,31509.0,2021-06-23,2021-07-14,21.0,504.0,6.0,2021.0,25,Wed,Yes
311,Constantino Langworthy,Agender,25,316 Violet LaneApt. 212,2929,Fayburgh,Northern Territory,Australia,699.0,58950.0,2021-01-29,2021-02-12,14.0,336.0,1.0,2021.0,4,Fri,Yes
