customer_id,customer_name,gender,age,home_address,zip_code,city,state,country,order_id,payment,order_date,delivery_date,days_to_deliver,time_to_deliver,month,year,week,weekD,sales_id,product_id,price_per_unit,sold_quantity,total_price,product_type,product_name,size,colour,price,quantity,description
502,Neilla Halladey,Male,34,95 Grimes ParkwaySuite 469,6075,East Aidan,Australian Capital Territory,Australia,716,32660,2021-07-31,2021-08-26,26,624.0,7,2021,30,Sat,3566,501,102,2,204,Jacket,Windbreaker,S,yellow,109,66,"A yellow coloured, S sized, Windbreaker Jacket"
602,Kip Cantwell,Bigender,54,157 Rice LoopSuite 716,5921,East Imogen,Western Australia,Australia,341,13882,2021-02-07,2021-02-09,2,48.0,2,2021,5,Sun,1672,501,102,3,306,Jacket,Windbreaker,S,yellow,109,66,"A yellow coloured, S sized, Windbreaker Jacket"
869,Vladimir Jandourek,Non-binary,26,950 Smith DriveApt. 385,6534,New Jackson,South Australia,Australia,350,49770,2021-02-14,2021-03-02,16,384.0,2,2021,6,Sun,1721,501,102,2,204,Jacket,Windbreaker,S,yellow,109,66,"A yellow coloured, S sized, Windbreaker Jacket"
28,Hadley Baddam,Non-binary,79,360 Heller DriveApt. 052,5820,West Noah,Queensland,Australia,208,39533,2021-10-10,2021-10-15,5,120.0,10,2021,40,Sun,1013,231,106,2,212,Shirt,Chambray,S,blue,105,61,"A blue coloured, S sized, Chambray Shirt"
107,Sandy Yushachkov,Genderfluid,35,20 Morrison RoadSuite 781,7264,Claudiaview,Western Australia,Australia,705,11686,2021-01-14,2021-01-25,11,264.00000000000006,1,2021,2,Thu,3498,231,106,3,318,Shirt,Chambray,S,blue,105,61,"A blue coloured, S sized, Chambray Shirt"
327,Lynda Seydlitz,Non-binary,71,246 Waters CrescentSuite 947,3310,Port Marcusshire,Western Australia,Australia,634,35370,2021-10-13,2021-10-23,10,240.0,10,2021,41,Wed,3149,231,106,3,318,Shirt,Chambray,S,blue,105,61,"A blue coloured, S sized, Chambray Shirt"
665,Jedidiah Sydall,Genderfluid,61,1713 Cormier RunSuite 980,2022,Kiehnstad,Australian Capital Territory,Australia,718,55727,2021-05-13,2021-05-20,7,168.0,5,2021,19,Thu,3578,231,106,1,106,Shirt,Chambray,S,blue,105,61,"A blue coloured, S sized, Chambray Shirt"
28,Hadley Baddam,Non-binary,79,360 Heller DriveApt. 052,5820,West Noah,Queensland,Australia,208,39533,2021-10-10,2021-10-15,5,120.0,10,2021,40,Sun,1014,895,94,1,94,Trousers,Cords,XS,blue,113,60,"A blue coloured, XS sized, Cords Trousers"
343,Violet Alwen,Non-binary,47,339 Hermann ParadeSuite 489,5805,Lake Charli,Northern Territory,Australia,528,56020,2021-09-16,2021-10-07,21,504.0,9,2021,37,Thu,2639,895,94,1,94,Trousers,Cords,XS,blue,113,60,"A blue coloured, XS sized, Cords Trousers"
486,Alexis Cheake,Agender,66,60 Nolan LaneSuite 078,8225,Port Lillian,Northern Territory,Australia,612,31877,2021-05-10,2021-05-12,2,48.0,5,2021,19,Mon,3046,895,94,1,94,Trousers,Cords,XS,blue,113,60,"A blue coloured, XS sized, Cords Trousers"
683,Esteban Hensmans,Genderfluid,45,098 Clarke ParkwayApt. 312,3661,West Finnberg,Australian Capital Territory,Australia,312,38591,2021-07-06,2021-07-31,25,600.0,7,2021,27,Tue,1522,895,94,3,282,Trousers,Cords,XS,blue,113,60,"A blue coloured, XS sized, Cords Trousers"
28,Hadley Baddam,Non-binary,79,360 Heller DriveApt. 052,5820,West Noah,Queensland,Australia,208,39533,2021-10-10,2021-10-15,5,120.0,10,2021,40,Sun,1015,744,109,1,109,Jacket,Peacoat,XL,orange,102,69,"A orange coloured, XL sized, Peacoat Jacket"
388,Dame Popov,Genderfluid,38,46 Spencer MeadowSuite 241,2940,New Mayaburgh,Northern Territory,Australia,65,22051,2021-06-26,2021-07-22,26,624.0,6,2021,25,Sat,285,744,109,3,327,Jacket,Peacoat,XL,orange,102,69,"A orange coloured, XL sized, Peacoat Jacket"
458,Romy Cuberley,Genderqueer,42,06 Toby KnollApt. 679,1086,Mayaview,Queensland,Australia,386,34948,2021-02-14,2021-03-03,17,408.0,2,2021,6,Sun,1925,744,109,2,218,Jacket,Peacoat,XL,orange,102,69,"A orange coloured, XL sized, Peacoat Jacket"
557,Kyle Lowbridge,Bigender,59,39 Liam ParadeApt. 343,7346,Lake Jesse,Tasmania,Australia,874,25370,2021-03-25,2021-04-10,16,384.0,3,2021,12,Thu,4380,744,109,1,109,Jacket,Peacoat,XL,orange,102,69,"A orange coloured, XL sized, Peacoat Jacket"
732,Gorden Seago,Genderfluid,80,905 Stephanie BoulevardApt. 217,8114,Port Aaronton,Queensland,Australia,614,35663,2021-04-18,2021-05-03,15,360.0,4,2021,15,Sun,3059,744,109,2,218,Jacket,Peacoat,XL,orange,102,69,"A orange coloured, XL sized, Peacoat Jacket"
28,Hadley Baddam,Non-binary,79,360 Heller DriveApt. 052,5820,West Noah,Queensland,Australia,208,39533,2021-10-10,2021-10-15,5,120.0,10,2021,40,Sun,1017,486,118,3,354,Jacket,Puffer,S,violet,110,46,"A violet coloured, S sized, Puffer Jacket"
102,Hurleigh Sieb,Genderfluid,32,1737 Schroeder LoopSuite 349,6848,Port Sarah,Queensland,Australia,621,41563,2021-07-16,2021-08-07,22,528.0000000000001,7,2021,28,Fri,3084,486,118,1,118,Jacket,Puffer,S,violet,110,46,"A violet coloured, S sized, Puffer Jacket"
325,Robinetta Deners,Genderqueer,68,32 Chase JunctionSuite 463,8304,West Claudia,South Australia,Australia,201,56321,2021-05-26,2021-06-18,23,552.0000000000001,5,2021,21,Wed,983,486,118,1,118,Jacket,Puffer,S,violet,110,46,"A violet coloured, S sized, Puffer Jacket"
439,Daren Airs,Female,75,378 John MallSuite 835,3142,West Thomas,Victoria,Australia,905,57884,2021-01-11,2021-01-23,12,288.00000000000006,1,2021,2,Mon,4540,486,118,3,354,Jacket,Puffer,S,violet,110,46,"A violet coloured, S sized, Puffer Jacket"
489,Isahella Enrique,Polygender,59,43 Oscar LoopSuite 946,2537,West Phoenix,New South Wales,Australia,281,19908,2021-07-03,2021-07-15,12,288.00000000000006,7,2021,26,Sat,1358,486,118,3,354,Jacket,Puffer,S,violet,110,46,"A violet coloured, S sized, Puffer Jacket"
588,Nicole Cheel,Genderfluid,48,550 Alexis BoulevardSuite 124,9614,West Danieltown,Victoria,Australia,33,52945,2021-07-01,2021-07-07,6,144.00000000000003,7,2021,26,Thu,151,486,118,2,236,Jacket,Puffer,S,violet,110,46,"A violet coloured, S sized, Puffer Jacket"
692,Perceval Umbers,Bigender,20,5200 Tromp Estate DrSuite 885,4058,Laraview,Tasmania,Australia,606,54506,2021-01-31,2021-02-08,8,192.0,1,2021,4,Sun,3022,486,118,2,236,Jacket,Puffer,S,violet,110,46,"A violet coloured, S sized, Puffer Jacket"
813,Saul Franklyn,Male,62,82 Kirlin StreetSuite 641,372,Tillmanview,New South Wales,Australia,979,31437,2021-04-07,2021-04-21,14,336.0,4,2021,14,Wed,4893,486,118,3,354,Jacket,Puffer,S,violet,110,46,"A violet coloured, S sized, Puffer Jacket"
852,Lucas Cromly,Polygender,67,079 Chase MallApt. 902,8460,O'connertown,Tasmania,Australia,9,12896,2021-05-01,2021-05-11,10,240.0,5,2021,17,Sat,37,486,118,2,236,Jacket,Puffer,S,violet,110,46,"A violet coloured, S sized, Puffer Jacket"
28,Hadley Baddam,Non-binary,79,360 Heller DriveApt. 052,5820,West Noah,Queensland,Australia,226,44799,2021-07-09,2021-07-23,14,336.0,7,2021,27,Fri,1099,711,119,2,238,Jacket,Trench Coat,S,yellow,112,59,"A yellow coloured, S sized, Trench Coat Jacket"
28,Hadley Baddam,Non-binary,79,360 Heller DriveApt. 052,5820,West Noah,Queensland,Australia,226,44799,2021-07-09,2021-07-23,14,336.0,7,2021,27,Fri,1100,1128,102,3,306,Trousers,Cargo Pants,L,orange,106,78,"A orange coloured, L sized, Cargo Pants Trousers"
711,Lin Norville,Male,42,84 Stewart StreetSuite 032,3738,Russelstad,Victoria,Australia,270,14024,2021-03-02,2021-03-27,25,600.0,3,2021,9,Tue,1308,1128,102,1,102,Trousers,Cargo Pants,L,orange,106,78,"A orange coloured, L sized, Cargo Pants Trousers"
733,Otto Matyasik,Genderqueer,67,35 Hall PlazaSuite 535,8850,East Benjamin,New South Wales,Australia,953,28033,2021-04-18,2021-04-26,8,192.0,4,2021,15,Sun,4751,1128,102,2,204,Trousers,Cargo Pants,L,orange,106,78,"A orange coloured, L sized, Cargo Pants Trousers"
803,Gertrude Harriott,Bigender,68,7377 Nicolas ParadeApt. 191,8377,Amyton,Australian Capital Territory,Australia,91,16601,2021-09-02,2021-09-15,13,312.0,9,2021,35,Thu,399,1128,102,1,102,Trousers,Cargo Pants,L,orange,106,78,"A orange coloured, L sized, Cargo Pants Trousers"
946,Raul Crilly,Genderfluid,24,8227 Nicholas HillSuite 150,115,South Jasper,Queensland,Australia,838,56562,2021-01-02,2021-01-15,13,312.0,1,2021,0,Sat,4202,1128,102,3,306,Trousers,Cargo Pants,L,orange,106,78,"A orange coloured, L sized, Cargo Pants Trousers"
28,Hadley Baddam,Non-binary,79,360 Heller DriveApt. 052,5820,West Noah,Queensland,Australia,226,44799,2021-07-09,2021-07-23,14,336.0,7,2021,27,Fri,1101,206,98,1,98,Shirt,Camp Collared,S,violet,112,80,"A violet coloured, S sized, Camp Collared Shirt"
571,Kristofor Roos,Agender,22,5567 Clarke MallApt. 756,4043,Jordanside,Australian Capital Territory,Australia,376,15454,2021-07-04,2021-07-17,13,312.0,7,2021,26,Sun,1869,206,98,1,98,Shirt,Camp Collared,S,violet,112,80,"A violet coloured, S sized, Camp Collared Shirt"
955,Dolph Arrow,Bigender,57,16 Mitchell RidgeApt. 501,5443,Lake Owenfurt,Australian Capital Territory,Australia,764,46239,2021-09-16,2021-10-04,18,432.0,9,2021,37,Thu,3826,206,98,3,294,Shirt,Camp Collared,S,violet,112,80,"A violet coloured, S sized, Camp Collared Shirt"
28,Hadley Baddam,Non-binary,79,360 Heller DriveApt. 052,5820,West Noah,Queensland,Australia,226,44799,2021-07-09,2021-07-23,14,336.0,7,2021,27,Fri,1102,972,97,1,97,Trousers,Slim-Fit,M,indigo,119,67,"A indigo coloured, M sized, Slim-Fit Trousers"
35,Adamo Saddington,Male,80,3168 Bartoletti CrescentSuite 878,593,Port Lucas,Queensland,Australia,948,18783,2021-08-24,2021-09-02,9,216.0,8,2021,34,Tue,4724,972,97,2,194,Trousers,Slim-Fit,M,indigo,119,67,"A indigo coloured, M sized, Slim-Fit Trousers"
407,Murdock Bulfit,Male,41,5233 Lara AvenueSuite 291,8697,Hartmannshire,Queensland,Australia,998,53308,2021-05-05,2021-05-21,16,384.0,5,2021,18,Wed,4994,972,97,1,97,Trousers,Slim-Fit,M,indigo,119,67,"A indigo coloured, M sized, Slim-Fit Trousers"
418,Luelle Fernanando,Agender,57,855 Beahan IslandSuite 560,2775,North Sebastianberg,Australian Capital Territory,Australia,794,55757,2021-04-18,2021-05-08,20,480.0,4,2021,15,Sun,3988,972,97,1,97,Trousers,Slim-Fit,M,indigo,119,67,"A indigo coloured, M sized, Slim-Fit Trousers"
468,Maegan Ashton,Genderqueer,67,06 Ebert CrestSuite 385,5607,West Isla,Tasmania,Australia,15,15488,2021-09-22,2021-10-08,16,384.0,9,2021,38,Wed,67,972,97,3,291,Trousers,Slim-Fit,M,indigo,119,67,"A indigo coloured, M sized, Slim-Fit Trousers"
762,Eloise Ondrusek,Polygender,43,07 Lily LoopSuite 494,8719,South Codyhaven,Tasmania,Australia,789,35084,2021-10-11,2021-11-03,23,552.0000000000001,10,2021,41,Mon,3957,972,97,2,194,Trousers,Slim-Fit,M,indigo,119,67,"A indigo coloured, M sized, Slim-Fit Trousers"
28,Hadley Baddam,Non-binary,79,360 Heller DriveApt. 052,5820,West Noah,Queensland,Australia,226,44799,2021-07-09,2021-07-23,14,336.0,7,2021,27,Fri,1104,683,113,2,226,Jacket,Parka,L,green,119,55,"A green coloured, L sized, Parka Jacket"
224,Shelbi Impson,Genderfluid,78,20 Xavier RidgeApt. 805,7744,Hansenberg,New South Wales,Australia,172,47514,2021-01-05,2021-01-27,22,528.0000000000001,1,2021,1,Tue,833,683,113,3,339,Jacket,Parka,L,green,119,55,"A green coloured, L sized, Parka Jacket"
553,Niels Loadsman,Genderfluid,30,0204 Andrew JunctionApt. 904,7146,Kaiview,New South Wales,Australia,902,30330,2021-01-12,2021-01-15,3,72.00000000000001,1,2021,2,Tue,4524,683,113,2,226,Jacket,Parka,L,green,119,55,"A green coloured, L sized, Parka Jacket"
620,Phillipe Gatecliffe,Male,35,150 Nate LoopApt. 614,902,Jettstad,Australian Capital Territory,Australia,48,31712,2021-04-16,2021-04-23,7,168.0,4,2021,15,Fri,225,683,113,3,339,Jacket,Parka,L,green,119,55,"A green coloured, L sized, Parka Jacket"
28,Hadley Baddam,Non-binary,79,360 Heller DriveApt. 052,5820,West Noah,Queensland,Australia,226,44799,2021-07-09,2021-07-23,14,336.0,7,2021,27,Fri,1106,512,102,2,204,Jacket,Windbreaker,M,blue,109,70,"A blue coloured, M sized, Windbreaker Jacket"
73,Jehanna Water,Polygender,48,672 Graham MewsApt. 407,5208,Monahanside,South Australia,Australia,809,26098,2021-02-11,2021-02-25,14,336.0,2,2021,6,Thu,4063,512,102,1,102,Jacket,Windbreaker,M,blue,109,70,"A blue coloured, M sized, Windbreaker Jacket"
195,Tobye De Caville,Genderfluid,72,987 Charlotte MewsApt. 591,6036,West Baileyville,New South Wales,Australia,54,13681,2021-04-25,2021-05-17,22,528.0000000000001,4,2021,16,Sun,248,512,102,2,204,Jacket,Windbreaker,M,blue,109,70,"A blue coloured, M sized, Windbreaker Jacket"
834,Glenn Keri,Non-binary,61,4838 Jacobi HillApt. 825,2848,Port Ellaside,New South Wales,Australia,155,11166,2021-06-30,2021-07-18,18,432.0,6,2021,26,Wed,730,512,102,1,102,Jacket,Windbreaker,M,blue,109,70,"A blue coloured, M sized, Windbreaker Jacket"
28,Hadley Baddam,Non-binary,79,360 Heller DriveApt. 052,5820,West Noah,Queensland,Australia,226,44799,2021-07-09,2021-07-23,14,336.0,7,2021,27,Fri,1107,517,102,1,102,Jacket,Windbreaker,M,indigo,109,56,"A indigo coloured, M sized, Windbreaker Jacket"
62,Denice Ledrane,Bigender,32,049 Imogen StreetSuite 299,2404,New Beaumouth,Australian Capital Territory,Australia,212,29887,2021-10-14,2021-11-08,25,600.0,10,2021,41,Thu,1032,517,102,2,204,Jacket,Windbreaker,M,indigo,109,56,"A indigo coloured, M sized, Windbreaker Jacket"
556,Nessy Kildea,Genderfluid,61,9398 Schneider RidgeSuite 818,3140,West Kai,South Australia,Australia,368,15258,2021-09-02,2021-09-21,19,456.0,9,2021,35,Thu,1818,517,102,1,102,Jacket,Windbreaker,M,indigo,109,56,"A indigo coloured, M sized, Windbreaker Jacket"
566,Melissa Partkya,Male,23,95 Rice Station StSuite 985,2919,O'keefeton,Tasmania,Australia,161,45840,2021-03-22,2021-04-11,20,480.0,3,2021,12,Mon,767,517,102,2,204,Jacket,Windbreaker,M,indigo,109,56,"A indigo coloured, M sized, Windbreaker Jacket"
629,Sigismundo Basek,Male,53,4355 Caitlin CourtApt. 697,6606,Amberland,Western Australia,Australia,131,52850,2021-09-20,2021-09-24,4,96.0,9,2021,38,Mon,621,517,102,1,102,Jacket,Windbreaker,M,indigo,109,56,"A indigo coloured, M sized, Windbreaker Jacket"
648,Jaquelyn Dow,Genderfluid,38,854 John GroveApt. 925,1230,New Emmastad,South Australia,Australia,450,12078,2021-04-30,2021-05-05,5,120.0,4,2021,17,Fri,2231,517,102,1,102,Jacket,Windbreaker,M,indigo,109,56,"A indigo coloured, M sized, Windbreaker Jacket"
34,Ninon Corteney,Non-binary,55,09 Robinson SquareApt. 647,5387,Sauerfort,Western Australia,Australia,267,44791,2021-09-11,2021-09-12,1,24.0,9,2021,36,Sat,1294,252,95,1,95,Shirt,Polo,M,orange,117,67,"A orange coloured, M sized, Polo Shirt"
714,Marnie Dennington,Female,50,644 Sophie LoopSuite 596,7260,West Addison,Northern Territory,Australia,693,28424,2021-04-29,2021-05-16,17,408.0,4,2021,17,Thu,3436,252,95,3,285,Shirt,Polo,M,orange,117,67,"A orange coloured, M sized, Polo Shirt"
34,Ninon Corteney,Non-binary,55,09 Robinson SquareApt. 647,5387,Sauerfort,Western Australia,Australia,267,44791,2021-09-11,2021-09-12,1,24.0,9,2021,36,Sat,1295,298,105,2,210,Shirt,Cuban Collar,L,green,93,58,"A green coloured, L sized, Cuban Collar Shirt"
124,Pate De Ambrosis,Non-binary,54,65 Eli AvenueApt. 473,4983,Donnellyfort,New South Wales,Australia,21,11261,2021-04-04,2021-04-17,13,312.0,4,2021,13,Sun,100,298,105,2,210,Shirt,Cuban Collar,L,green,93,58,"A green coloured, L sized, Cuban Collar Shirt"
578,Riordan Goreway,Genderfluid,75,256 Andrew CrestApt. 193,8281,East Marcus,New South Wales,Australia,240,37612,2021-01-27,2021-02-01,5,120.0,1,2021,4,Wed,1165,298,105,3,315,Shirt,Cuban Collar,L,green,93,58,"A green coloured, L sized, Cuban Collar Shirt"
34,Ninon Corteney,Non-binary,55,09 Robinson SquareApt. 647,5387,Sauerfort,Western Australia,Australia,267,44791,2021-09-11,2021-09-12,1,24.0,9,2021,36,Sat,1296,372,94,3,282,Shirt,Henley,M,blue,92,42,"A blue coloured, M sized, Henley Shirt"
84,Minta Loble,Female,63,195 Wilson HillApt. 597,7587,Lake Paigemouth,Northern Territory,Australia,163,11473,2021-06-12,2021-06-17,5,120.0,6,2021,23,Sat,779,372,94,1,94,Shirt,Henley,M,blue,92,42,"A blue coloured, M sized, Henley Shirt"
189,Deedee Pashe,Bigender,28,96 Bartoletti StreetApt. 671,3678,Lake Abigailhaven,Western Australia,Australia,911,58886,2021-08-23,2021-09-06,14,336.0,8,2021,34,Mon,4573,372,94,2,188,Shirt,Henley,M,blue,92,42,"A blue coloured, M sized, Henley Shirt"
258,Mira Heinonen,Female,62,2719 Dietrich KnollApt. 175,1252,South Declan,Queensland,Australia,793,39635,2021-01-27,2021-02-03,7,168.0,1,2021,4,Wed,3981,372,94,1,94,Shirt,Henley,M,blue,92,42,"A blue coloured, M sized, Henley Shirt"
265,Ianthe Magowan,Male,52,35 Baumbach HillApt. 244,5072,Lake Laurenview,Tasmania,Australia,776,44395,2021-09-02,2021-09-27,25,600.0,9,2021,35,Thu,3872,372,94,2,188,Shirt,Henley,M,blue,92,42,"A blue coloured, M sized, Henley Shirt"
614,Sherwynd Batsford,Polygender,45,627 Weber PassApt. 498,7529,Samuelside,New South Wales,Australia,620,41599,2021-07-19,2021-08-01,13,312.0,7,2021,29,Mon,3079,372,94,1,94,Shirt,Henley,M,blue,92,42,"A blue coloured, M sized, Henley Shirt"
692,Perceval Umbers,Bigender,20,5200 Tromp Estate DrSuite 885,4058,Laraview,Tasmania,Australia,606,54506,2021-01-31,2021-02-08,8,192.0,1,2021,4,Sun,3020,372,94,3,282,Shirt,Henley,M,blue,92,42,"A blue coloured, M sized, Henley Shirt"
840,Ellene Dedam,Agender,25,86 Crooks CrescentSuite 269,9366,Islamouth,Western Australia,Australia,577,29313,2021-02-20,2021-03-12,20,480.0,2,2021,7,Sat,2879,372,94,2,188,Shirt,Henley,M,blue,92,42,"A blue coloured, M sized, Henley Shirt"
34,Ninon Corteney,Non-binary,55,09 Robinson SquareApt. 647,5387,Sauerfort,Western Australia,Australia,267,44791,2021-09-11,2021-09-12,1,24.0,9,2021,36,Sat,1297,1069,93,3,279,Trousers,Joggers,XL,green,94,56,"A green coloured, XL sized, Joggers Trousers"
246,Lucias Forsythe,Bigender,40,122 Riley TrailSuite 946,8484,West Kiara,Tasmania,Australia,328,26653,2021-04-14,2021-05-08,24,576.0000000000001,4,2021,15,Wed,1608,1069,93,3,279,Trousers,Joggers,XL,green,94,56,"A green coloured, XL sized, Joggers Trousers"
571,Kristofor Roos,Agender,22,5567 Clarke MallApt. 756,4043,Jordanside,Australian Capital Territory,Australia,474,17401,2021-08-19,2021-09-09,21,504.0,8,2021,33,Thu,2330,1069,93,1,93,Trousers,Joggers,XL,green,94,56,"A green coloured, XL sized, Joggers Trousers"
573,Atlante Dissman,Male,37,80 Charles CircuitSuite 023,7541,Abbeyshire,South Australia,Australia,106,12033,2021-03-09,2021-03-28,19,456.0,3,2021,10,Tue,479,1069,93,3,279,Trousers,Joggers,XL,green,94,56,"A green coloured, XL sized, Joggers Trousers"
661,Engracia Abilowitz,Male,45,4317 Holly CourtSuite 716,1431,North Beau,Western Australia,Australia,359,47911,2021-05-16,2021-05-31,15,360.0,5,2021,19,Sun,1776,1069,93,1,93,Trousers,Joggers,XL,green,94,56,"A green coloured, XL sized, Joggers Trousers"
35,Adamo Saddington,Male,80,3168 Bartoletti CrescentSuite 878,593,Port Lucas,Queensland,Australia,844,34733,2021-09-26,2021-10-18,22,528.0000000000001,9,2021,38,Sun,4242,134,92,3,276,Shirt,Denim,XL,indigo,115,58,"A indigo coloured, XL sized, Denim Shirt"
46,Meris Twitty,Agender,68,708 Daniel MeadowSuite 246,5087,Bartolettiside,Australian Capital Territory,Australia,355,33100,2021-04-14,2021-04-24,10,240.0,4,2021,15,Wed,1753,134,92,2,184,Shirt,Denim,XL,indigo,115,58,"A indigo coloured, XL sized, Denim Shirt"
180,Nelli Engall,Genderfluid,21,58 Jett RoadApt. 448,932,Chasemouth,Western Australia,Australia,22,36088,2021-05-28,2021-06-09,12,288.00000000000006,5,2021,21,Fri,104,134,92,1,92,Shirt,Denim,XL,indigo,115,58,"A indigo coloured, XL sized, Denim Shirt"
570,Henryetta Sheffield,Genderqueer,35,164 Bruen MallSuite 043,4468,New Masonstad,New South Wales,Australia,43,22839,2021-07-13,2021-08-03,21,504.0,7,2021,28,Tue,204,134,92,3,276,Shirt,Denim,XL,indigo,115,58,"A indigo coloured, XL sized, Denim Shirt"
595,Thomasine Baudet,Female,60,313 Grace LoopApt. 523,939,Ameliaview,South Australia,Australia,167,44269,2021-06-26,2021-07-18,22,528.0000000000001,6,2021,25,Sat,802,134,92,2,184,Shirt,Denim,XL,indigo,115,58,"A indigo coloured, XL sized, Denim Shirt"
708,Debee Lording,Genderfluid,51,090 Christopher PlaceApt. 513,9666,West Olivertown,Western Australia,Australia,581,35176,2021-05-09,2021-05-29,20,480.0,5,2021,18,Sun,2905,134,92,1,92,Shirt,Denim,XL,indigo,115,58,"A indigo coloured, XL sized, Denim Shirt"
725,Bucky Cragell,Non-binary,23,345 Elijah TrailSuite 066,9174,Gracemouth,Northern Territory,Australia,160,41442,2021-07-31,2021-08-06,6,144.00000000000003,7,2021,30,Sat,758,134,92,3,276,Shirt,Denim,XL,indigo,115,58,"A indigo coloured, XL sized, Denim Shirt"
809,Winn Siemandl,Bigender,76,443 Holly AvenueSuite 631,8563,South Tyler,Tasmania,Australia,90,11475,2021-06-13,2021-07-07,24,576.0000000000001,6,2021,23,Sun,393,134,92,3,276,Shirt,Denim,XL,indigo,115,58,"A indigo coloured, XL sized, Denim Shirt"
35,Adamo Saddington,Male,80,3168 Bartoletti CrescentSuite 878,593,Port Lucas,Queensland,Australia,844,34733,2021-09-26,2021-10-18,22,528.0000000000001,9,2021,38,Sun,4243,1024,90,3,270,Trousers,Relaxed Leg,XL,orange,95,80,"A orange coloured, XL sized, Relaxed Leg Trousers"
328,Wadsworth Olivier,Non-binary,59,4309 Nguyen KnollApt. 851,6795,North Elijahshire,Western Australia,Australia,238,59828,2021-03-17,2021-03-27,10,240.0,3,2021,11,Wed,1152,1024,90,3,270,Trousers,Relaxed Leg,XL,orange,95,80,"A orange coloured, XL sized, Relaxed Leg Trousers"
636,Nara Legerwood,Male,24,74 Anderson RoadApt. 779,9149,Abbottburgh,Northern Territory,Australia,264,55537,2021-06-13,2021-06-18,5,120.0,6,2021,23,Sun,1276,1024,90,2,180,Trousers,Relaxed Leg,XL,orange,95,80,"A orange coloured, XL sized, Relaxed Leg Trousers"
737,Zebulen Zannotti,Genderqueer,60,868 Skye MeadowSuite 990,1762,Harveyside,Tasmania,Australia,505,37947,2021-08-17,2021-08-27,10,240.0,8,2021,33,Tue,2500,1024,90,3,270,Trousers,Relaxed Leg,XL,orange,95,80,"A orange coloured, XL sized, Relaxed Leg Trousers"
35,Adamo Saddington,Male,80,3168 Bartoletti CrescentSuite 878,593,Port Lucas,Queensland,Australia,844,34733,2021-09-26,2021-10-18,22,528.0000000000001,9,2021,38,Sun,4244,139,92,1,92,Shirt,Denim,XL,violet,115,73,"A violet coloured, XL sized, Denim Shirt"
995,Leandra Derks,Polygender,63,19 Jordan Station StSuite 655,3742,Hermistonberg,Western Australia,Australia,801,58829,2021-08-02,2021-08-17,15,360.0,8,2021,31,Mon,4024,139,92,3,276,Shirt,Denim,XL,violet,115,73,"A violet coloured, XL sized, Denim Shirt"
35,Adamo Saddington,Male,80,3168 Bartoletti CrescentSuite 878,593,Port Lucas,Queensland,Australia,844,34733,2021-09-26,2021-10-18,22,528.0000000000001,9,2021,38,Sun,4245,586,100,3,300,Jacket,Bomber,S,indigo,90,41,"A indigo coloured, S sized, Bomber Jacket"
134,Raul Pockey,Male,64,178 Smitham GroveSuite 638,6036,South Hannah,Victoria,Australia,710,27729,2021-02-07,2021-02-08,1,24.0,2,2021,5,Sun,3533,586,100,1,100,Jacket,Bomber,S,indigo,90,41,"A indigo coloured, S sized, Bomber Jacket"
282,Wren Helgass,Female,59,2634 Ward CrescentSuite 361,4527,Port Hannahburgh,Australian Capital Territory,Australia,427,20082,2021-01-27,2021-02-10,14,336.0,1,2021,4,Wed,2128,586,100,2,200,Jacket,Bomber,S,indigo,90,41,"A indigo coloured, S sized, Bomber Jacket"
321,Jena Kelling,Female,44,52 Savannah LaneApt. 519,6724,Kaihaven,New South Wales,Australia,125,29600,2021-10-22,2021-11-03,12,288.00000000000006,10,2021,42,Fri,590,586,100,1,100,Jacket,Bomber,S,indigo,90,41,"A indigo coloured, S sized, Bomber Jacket"
370,Hildegarde Bamlett,Agender,38,47 Stanton GroveSuite 963,9196,Abbottbury,Australian Capital Territory,Australia,954,33703,2021-03-28,2021-04-15,18,432.0,3,2021,12,Sun,4762,586,100,3,300,Jacket,Bomber,S,indigo,90,41,"A indigo coloured, S sized, Bomber Jacket"
439,Daren Airs,Female,75,378 John MallSuite 835,3142,West Thomas,Victoria,Australia,545,53117,2021-06-21,2021-07-02,11,264.00000000000006,6,2021,25,Mon,2728,586,100,1,100,Jacket,Bomber,S,indigo,90,41,"A indigo coloured, S sized, Bomber Jacket"
554,Lisetta Griffin,Non-binary,56,821 Isabella JunctionApt. 238,1928,New Benjaminborough,Tasmania,Australia,109,12707,2021-04-06,2021-04-29,23,552.0000000000001,4,2021,14,Tue,498,586,100,1,100,Jacket,Bomber,S,indigo,90,41,"A indigo coloured, S sized, Bomber Jacket"
570,Henryetta Sheffield,Genderqueer,35,164 Bruen MallSuite 043,4468,New Masonstad,New South Wales,Australia,43,22839,2021-07-13,2021-08-03,21,504.0,7,2021,28,Tue,203,586,100,1,100,Jacket,Bomber,S,indigo,90,41,"A indigo coloured, S sized, Bomber Jacket"
794,Elizabet Pippin,Non-binary,72,14 Clark PlazaSuite 716,9751,Port Anna,South Australia,Australia,645,46397,2021-08-19,2021-09-13,25,600.0,8,2021,33,Thu,3204,586,100,2,200,Jacket,Bomber,S,indigo,90,41,"A indigo coloured, S sized, Bomber Jacket"
